Business Name,Business Owner,Permit Type,Address,City,State,Zip,Latitude,Longitude,Mapped Location
PRIMINGS CIGAR LOUNGE AND BAR,"PRIMINGS CIGAR LOUNGE AND BAR, LLC",ON-SALE BEER,701 4TH AVENUE SOUTH,NASHVILLE,TN,37210,36.1531312584,-86.772367029,"701 4TH AVENUE SOUTH
NASHVILLE, TN 37210
(36.1531312584, -86.772367029)"
AMYS ETHIOPIAN REST & MARKET,AMYS MARKET INC,ON/OFF-SALE BEER,2510 MURFREESBORO PIKE SUITE 10,NASHVILLE,TN,37217,36.0791234118,-86.6432074191,"2510 MURFREESBORO PIKE SUITE 10
NASHVILLE, TN 37217
(36.0791234118, -86.6432074191)"
MEHARRY MEDICAL COLLEGE,"METZ CULINARY MANAGEMENT, INC.",ON-SALE BEER,1011 21ST AVENUE NORTH,NASHVILLE,TN,37208,36.1663811015,-86.8093853544,"1011 21ST AVENUE NORTH
NASHVILLE, TN 37208
(36.1663811015, -86.8093853544)"
FIRESIDE DISTRIBUTING COMPANY,FIRESIDE DISTRIBUTING COMPANY LLC,WHOLESALE BEER,470 METROPLEX DRIVE SUITE 207,NASHVILLE,TN,37211,36.0907599121,-86.6990724108,"470 METROPLEX DRIVE SUITE 207
NASHVILLE, TN 37211
(36.0907599121, -86.6990724108)"
GALLATIN SHELL,OM GALLATIN OIL INC,OFF-SALE BEER,4800 GALLATIN PIKE,NASHVILLE,TN,37216,36.2314205857,-86.7246303926,"4800 GALLATIN PIKE
NASHVILLE, TN 37216
(36.2314205857, -86.7246303926)"
12TH & PORTER,12TH & PORTER INFINITY INC,ON-SALE BEER,114 12TH AVENUE NORTH,NASHVILLE,TN,37203,36.1577440656,-86.7880939625,"114 12TH AVENUE NORTH
NASHVILLE, TN 37203
(36.1577440656, -86.7880939625)"
OTAKU RAMEN,OTAKU SOUTH LLC,ON-SALE BEER,1104 DIVISION STREET,NASHVILLE,TN,37203,36.1511155576,-86.7833752943,"1104 DIVISION STREET
NASHVILLE, TN 37203
(36.1511155576, -86.7833752943)"
HOLIDAY INN NASHVILLE VANDERBI,HIVOC INC,ON-SALE BEER,2613 WEST END AVENUE,NASHVILLE,TN,37203,36.1448553393,-86.8110027089,"2613 WEST END AVENUE
NASHVILLE, TN 37203
(36.1448553393, -86.8110027089)"
LOS CANTARITOS MEXICAN GRILL,LOS CANTARITOS MEXICAN GRILL INC.,ON-SALE BEER,5207 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0550629237,-86.7159019094,"5207 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0550629237, -86.7159019094)"
RED LINE BAR AND GRILL,RED LINE LLC,ON-SALE BEER,142 BELLE FOREST CIRCLE,NASHVILLE,TN,37221,36.0763609649,-86.9222597017,"142 BELLE FOREST CIRCLE
NASHVILLE, TN 37221
(36.0763609649, -86.9222597017)"
LA PARRILLA,MANAS LLC,ON-SALE BEER,2615 ELM HILL PIKE,NASHVILLE,TN,37214,36.1510305358,-86.6753664709,"2615 ELM HILL PIKE
NASHVILLE, TN 37214
(36.1510305358, -86.6753664709)"
TARTUFO,"TARTUFO HAYES ST, LLC",ON-SALE BEER,1808 HAYES STREET,NASHVILLE,TN,37203,36.1538701532,-86.7976577612,"1808 HAYES STREET
NASHVILLE, TN 37203
(36.1538701532, -86.7976577612)"
MEMORIES,LOVELL CLARENCE M.,ON/OFF-SALE BEER,6597 CLARKSVILLE PIKE,JOELTON,TN,37080,36.3242929833,-86.9151972606,"6597 CLARKSVILLE PIKE
JOELTON, TN 37080
(36.3242929833, -86.9151972606)"
HIGH 5 SPORTS BAR & GRILL,"DHANIL ENTERPRISE, LLC",ON-SALE BEER,305 W. TRINITY LANE,NASHVILLE,TN,37207,36.2070642023,-86.7799426839,"305 W. TRINITY LANE
NASHVILLE, TN 37207
(36.2070642023, -86.7799426839)"
THE BLACK ABBEY BREWING CO,"THE BLACK ABBEY BREWING COMPANY, LLC",WHOLESALE BEER,2952 SIDCO DRIVE,NASHVILLE,TN,37204,36.1059224485,-86.7554569507,"2952 SIDCO DRIVE
NASHVILLE, TN 37204
(36.1059224485, -86.7554569507)"
NEW CENTURY BUFFET,NEW CENTURY BUFFET INC.,ON-SALE BEER,5436 BELL FORGE LANE EAST,ANTIOCH,TN,37013,36.0508837139,-86.6461935629,"5436 BELL FORGE LANE EAST
ANTIOCH, TN 37013
(36.0508837139, -86.6461935629)"
RU SANS NASHVILLE,EAST WEST ENTERPRISE INC.,ON-SALE BEER,2119 BELCOURT AVENUE,NASHVILLE,TN,37212,36.1365925886,-86.8025594424,"2119 BELCOURT AVENUE
NASHVILLE, TN 37212
(36.1365925886, -86.8025594424)"
"YAZOO BREWING COMPANY, INC.","YAZOO BREWING COMPANY, INC.",WHOLESALE BEER,910 DIVISION STREET,NASHVILLE,TN,37203,36.1511418632,-86.7820847292,"910 DIVISION STREET
NASHVILLE, TN 37203
(36.1511418632, -86.7820847292)"
KIRIN SUSHI,HELLO TOKYO DONGS LLC,ON-SALE BEER,795 BELL ROAD,ANTIOCH,TN,37013,36.0517097256,-86.6493451027,"795 BELL ROAD
ANTIOCH, TN 37013
(36.0517097256, -86.6493451027)"
URBAN COOKHOUSE,FORK & KNIFE HOSPITALITY LLC - MIDTOWN SERIES,ON-SALE BEER,1907 BROADWAY,NASHVILLE,TN,37203,36.1504297397,-86.7968018154,"1907 BROADWAY
NASHVILLE, TN 37203
(36.1504297397, -86.7968018154)"
CROWS NEST,DTAG INC,ON-SALE BEER,2221 BANDYWOOD DRIVE,NASHVILLE,TN,37215,36.1046020514,-86.8187860076,"2221 BANDYWOOD DRIVE
NASHVILLE, TN 37215
(36.1046020514, -86.8187860076)"
FRESH & FRESH INTERNATIONAL MA,YB INTERNATIONAL MARKET LLC,ON-SALE BEER,3905 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0860137642,-86.7302528441,"3905 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0860137642, -86.7302528441)"
"THE OLD GAS STATION, LLC","THE OLD GAS STATION, LLC",ON/OFF-SALE BEER,5205 CENTENNIAL BOULEVARD,NASHVILLE,TN,37209,36.1633122351,-86.851414522,"5205 CENTENNIAL BOULEVARD
NASHVILLE, TN 37209
(36.1633122351, -86.851414522)"
HOLIDAY INN EXPRESS DOWNTOWN N,"JRK RESIDENTIAL GROUP, INC.",ON-SALE BEER,920 BROADWAY,NASHVILLE,TN,37203,36.15871492,-86.7843793123,"920 BROADWAY
NASHVILLE, TN 37203
(36.15871492, -86.7843793123)"
PAPA TURNEYS OLD FASHIONED BBQ,TURNEY MICHAEL E,ON-SALE BEER,3979 BELL ROAD,HERMITAGE,TN,37076,36.1612675133,-86.6094230925,"3979 BELL ROAD
HERMITAGE, TN 37076
(36.1612675133, -86.6094230925)"
NORDSTROM GRILL,NORDSTROM INC,ON-SALE BEER,2130 ABBOTT MARTIN ROAD,NASHVILLE,TN,37215,36.1064695859,-86.816408061,"2130 ABBOTT MARTIN ROAD
NASHVILLE, TN 37215
(36.1064695859, -86.816408061)"
GRAZE,GRAZE LLC,ON-SALE BEER,1888 EASTLAND AVENUE,NASHVILLE,TN,37206,36.1821365972,-86.735434158,"1888 EASTLAND AVENUE
NASHVILLE, TN 37206
(36.1821365972, -86.735434158)"
NUNU'S CRAWFISH CAFE,NUNU'S CAFE LLC,ON-SALE BEER,3745 ANNEX AVENUE,NASHVILLE,TN,37209,36.1410123385,-86.8840044382,"3745 ANNEX AVENUE
NASHVILLE, TN 37209
(36.1410123385, -86.8840044382)"
HOUSE A SOCIAL EATERY,HOUSE RESTAURANTS INC,ON-SALE BEER,712 51ST AVENUE  NORTH,NASHVILLE,TN,37209,36.1562615661,-86.8484842336,"712 51ST AVENUE NORTH
NASHVILLE, TN 37209
(36.1562615661, -86.8484842336)"
DOLLAR GENRAL STORE,DOLGENCORP LLC,OFF-SALE BEER,3721 CLARKSVILLE HIGHWAY,NASHVILLE,TN,37218,36.1989670571,-86.8398142478,"3721 CLARKSVILLE HIGHWAY
NASHVILLE, TN 37218
(36.1989670571, -86.8398142478)"
FROTHY MONKEY,FROTHY MONKEY LLC,ON-SALE BEER,1702B 8TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1368501016,-86.7785153477,"1702B 8TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1368501016, -86.7785153477)"
M & Y SHELL,MARCO INTERNATIONAL LLC,OFF-SALE BEER,1343 MURFREESBORO PIKE,NASHVILLE,TN,37217,36.1146144182,-86.6940882381,"1343 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.1146144182, -86.6940882381)"
THE LAST HOLE,JACKSON RODRICOUS,ON-SALE BEER,1502 JEFFERSON STREET,NASHVILLE,TN,37208,36.1706945197,-86.8027328806,"1502 JEFFERSON STREET
NASHVILLE, TN 37208
(36.1706945197, -86.8027328806)"
THE CRYING WOLF,THE CRYING WOLF LLC,ON-SALE BEER,823 WOODLAND STREET,NASHVILLE,TN,37206,36.1750224835,-86.7571084965,"823 WOODLAND STREET
NASHVILLE, TN 37206
(36.1750224835, -86.7571084965)"
ROYAL DISCOUNT TOBACCO & BEER,AL-NEMRI MARIA G,OFF-SALE BEER,3843A DICKERSON PIKE,NASHVILLE,TN,37207,36.2668518851,-86.756454622,"3843A DICKERSON PIKE
NASHVILLE, TN 37207
(36.2668518851, -86.756454622)"
THE KITCHEN CABINET,B&U FOODS LLC,ON-SALE BEER,4580 RACHELS LANE,HERMITAGE,TN,37076,36.2151139081,-86.6143987899,"4580 RACHELS LANE
HERMITAGE, TN 37076
(36.2151139081, -86.6143987899)"
SOUTHERN GRIST BREWING COMPANY,SOUTHERN GRIST BREWING COMPANY LLC,ON/OFF-SALE BEER,1201 PORTER ROAD,NASHVILLE,TN,37206,36.1888491331,-86.7288307472,"1201 PORTER ROAD
NASHVILLE, TN 37206
(36.1888491331, -86.7288307472)"
EAST NASHVILLE BEER WORKS,EAST NASHVILLE BEER WORKS LLC,WHOLESALE BEER,320 TRINITY LANE EAST,NASHVILLE,TN,37207,36.2052826379,-86.7633143304,"320 TRINITY LANE EAST
NASHVILLE, TN 37207
(36.2052826379, -86.7633143304)"
JEFF RUBY'S STEAKHOUSE,"JEFF RUBY'S NASHVILLE, LLC",ON-SALE BEER,300 4TH AVENUE NORTH,NASHVILLE,TN,37219,36.1654976647,-86.7799230006,"300 4TH AVENUE NORTH
NASHVILLE, TN 37219
(36.1654976647, -86.7799230006)"
DOUBLE DOGS,"DOUBLE DOGS TENNESSEE, LLC",ON-SALE BEER,4017 CHARLOTTE AVENUE,NASHVILLE,TN,37209,36.1522587295,-86.8350520105,"4017 CHARLOTTE AVENUE
NASHVILLE, TN 37209
(36.1522587295, -86.8350520105)"
THE HOOK,"BRM, LLC",ON-SALE BEER,2222 8TH AVENUE SOUTH,NASHVILLE,TN,37204,36.1289345043,-86.7776022246,"2222 8TH AVENUE SOUTH
NASHVILLE, TN 37204
(36.1289345043, -86.7776022246)"
THE DAWGHOUSE SALOON,DAWGHOUSE SALOON LLC,ON-SALE BEER,1522-B DEMONBREUN ST.,NASHVILLE,TN,37203,36.1531394867,-86.7903698007,"1522-B DEMONBREUN ST.
NASHVILLE, TN 37203
(36.1531394867, -86.7903698007)"
EAST NASHVILLE BEER WORKS,EAST NASHVILLE BEER WORKS LLC,ON/OFF-SALE BEER,320 TRINITY LANE EAST,NASHVILLE,TN,37207,36.2052840752,-86.7632378442,"320 TRINITY LANE EAST
NASHVILLE, TN 37207
(36.2052840752, -86.7632378442)"
SCOREBOARD BAR AND GRILL,BJH INC,ON-SALE BEER,2408 MUSIC VALLEY DRIVE,NASHVILLE,TN,37214,36.2181748682,-86.697891676,"2408 MUSIC VALLEY DRIVE
NASHVILLE, TN 37214
(36.2181748682, -86.697891676)"
THE FLYING SAUCER,NINTHVILLE LTD,ON-SALE BEER,111 10TH AVENUE SOUTH,,TN,37203,36.1566125972,-86.7844375818,"111 10TH AVENUE SOUTH
TN 37203
(36.1566125972, -86.7844375818)"
OLD GLORY,OLD GLORY LLC,ON-SALE BEER,1200 VILLA PLACE SUITE 103 & 202,NASHVILLE,TN,37212,36.1428232759,-86.791766891,"1200 VILLA PLACE SUITE 103 &amp; 202
NASHVILLE, TN 37212
(36.1428232759, -86.791766891)"
CROSSROADS GRILLE,CROSSROADS SPORTS BAR LLC,ON-SALE BEER,2940 MURFREESBORO ROAD SUITE A & B,ANTIOCH,TN,37013,36.0629257966,-86.6257882476,"2940 MURFREESBORO ROAD SUITE A &amp; B
ANTIOCH, TN 37013
(36.0629257966, -86.6257882476)"
RENAISSANCE NASHVILLE HOTEL,RENAISSANCE HOTEL MANAGEMENT COMPANY LLC,ON-SALE BEER,601 & 611 COMMERCE STREET,NASHVILLE,TN,37203,36.1610191331,-86.7804663582,"601 &amp; 611 COMMERCE STREET
NASHVILLE, TN 37203
(36.1610191331, -86.7804663582)"
DET DISTRIBUTING COMPANY,DET DISTRIBUTING COMPANY,WHOLESALE BEER,245 & 301 GREAT CIRCLE ROAD,NASHVILLE,TN,37228,36.1960410944,-86.789812219,"245 &amp; 301 GREAT CIRCLE ROAD
NASHVILLE, TN 37228
(36.1960410944, -86.789812219)"
THE THIRSTY TURTLE SPORTS GRIL,THE THIRSTY TURTLE 1 INC.,ON-SALE BEER,1307 BELL ROAD #101 102 103 & 104,ANTIOCH,TN,37013,36.0474079335,-86.6756423742,"1307 BELL ROAD #101 102 103 &amp; 104
ANTIOCH, TN 37013
(36.0474079335, -86.6756423742)"
HONDURAS RESTAURANT,HONDURAS RESTAURANT INC.,ON-SALE BEER,1051&1057 MURFREESBORO PIKE,NASHVILLE,TN,37217,36.127126257,-86.713105537,"1051&amp;1057 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.127126257, -86.713105537)"
BUD'S CURB MARKET,"JAY GAYATRII INC
JAY GAYATRII INC
JAY GAYATRII INC",OFF-SALE BEER,1601 BUCHANAN STREET A&B,NASHVILLE,TN,37208,36.1797646036,-86.8096085212,"1601 BUCHANAN STREET A&amp;B
NASHVILLE, TN 37208
(36.1797646036, -86.8096085212)"
B.B. KING'S BLUES CLUB & REST.,BEALE STREET BLUES COMPANY / NASHVILLE LLC,ON-SALE BEER,148 & 150 2ND AVENUE NORTH SUITE 100,NASHVILLE,TN,37201,36.1634189991,-86.7759124206,"148 &amp; 150 2ND AVENUE NORTH SUITE 100
NASHVILLE, TN 37201
(36.1634189991, -86.7759124206)"
LAS PALMAS MEXICAN REST.,PALMAS VERDES #4 LLC,ON-SALE BEER,2617 FRANKLIN PIKE SUITES 110 & 111,NASHVILLE,TN,37204,36.1193588532,-86.7772938239,"2617 FRANKLIN PIKE SUITES 110 &amp; 111
NASHVILLE, TN 37204
(36.1193588532, -86.7772938239)"
HOTEL INDIGO,WINSTON HOSPITALITY INC.,ON-SALE BEER,301 & 315 UNION STREET,NASHVILLE,TN,37201,36.1653905833,-86.7787940342,"301 &amp; 315 UNION STREET
NASHVILLE, TN 37201
(36.1653905833, -86.7787940342)"
BIKINI BEACH BAR,VIDEO SYSTEMS INC.,ON/OFF-SALE BEER,1297 ANTIOCH PIKE & PARKING LOT,NASHVILLE,TN,37211,36.0866210248,-86.6920183621,"1297 ANTIOCH PIKE &amp; PARKING LOT
NASHVILLE, TN 37211
(36.0866210248, -86.6920183621)"
PIRANHA'S BAR AND GRILL,PIRANHA RESTAURANTS 3RD AVE LLC,ON-SALE BEER,174 3RD AVENUE NORTH,NASHVILLE,TN,37210,36.1638305147,-86.7772334532,"174 3RD AVENUE NORTH
NASHVILLE, TN 37210
(36.1638305147, -86.7772334532)"
SALT & VINE,SALT & VINE LLC,ON-SALE BEER,4001 CHARLOTTE AVENUE SUITE 1,NASHVILLE,TN,37209,36.1522828962,-86.8341090131,"4001 CHARLOTTE AVENUE SUITE 1
NASHVILLE, TN 37209
(36.1522828962, -86.8341090131)"
BAR LUCA,HOW MANY HOW MUCH LLC,ON-SALE BEER,1100B STRATTON STRATTON,NASHVILLE,TN,37206,36.1825118734,-86.7482973102,"1100B STRATTON STRATTON
NASHVILLE, TN 37206
(36.1825118734, -86.7482973102)"
ALDI,ALDI INC (TENNESSEE),OFF-SALE BEER,615 GALLATIN AVENUE,NASHVILLE,TN,37206,36.1832977615,-86.7473455316,"615 GALLATIN AVENUE
NASHVILLE, TN 37206
(36.1832977615, -86.7473455316)"
THE KONNECTOR RESTAURANT,COLLIER DEWAYNE,ON-SALE BEER,91 VANDIVER DRIVE,MADISON,TN,37115,36.2627511267,-86.6782793453,"91 VANDIVER DRIVE
MADISON, TN 37115
(36.2627511267, -86.6782793453)"
LAS PALMAS MEXICAN RESTAURANT,LAS PALMAS MEXICAN RESTAURANT INC,ON-SALE BEER,5821 CHARLOTTE CHARLOTTE,NASHVILLE,TN,37209,36.1487805258,-86.8629520984,"5821 CHARLOTTE CHARLOTTE
NASHVILLE, TN 37209
(36.1487805258, -86.8629520984)"
UMAMI,UMAMI INC,ON-SALE BEER,6900 LENOX VILLAGE DRIVE SUITE 28,NASHVILLE,TN,37211,36.0264587109,-86.7124024788,"6900 LENOX VILLAGE DRIVE SUITE 28
NASHVILLE, TN 37211
(36.0264587109, -86.7124024788)"
FARM BURGER,"FARMBURGER SH, LLC",ON-SALE BEER,4013 CHARLOTTE AVENUE,NASHVILLE,TN,37209,36.1522550991,-86.8346116092,"4013 CHARLOTTE AVENUE
NASHVILLE, TN 37209
(36.1522550991, -86.8346116092)"
OUTBACK STEAKHOUSE,OUTBACK STEAKHOUSE OF FLORIDA LLC,ON-SALE BEER,6840 CHARLOTTE PIKE,NASHVILLE,TN,37209,36.1328554799,-86.8952147486,"6840 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.1328554799, -86.8952147486)"
MISSION BBQ,MISSION BBQ NASHVILLE TN LLC,ON-SALE BEER,161C OPRY MILLS DRIVE #530A,NASHVILLE,TN,37214,36.2057653662,-86.6956303463,"161C OPRY MILLS DRIVE #530A
NASHVILLE, TN 37214
(36.2057653662, -86.6956303463)"
QUEEN MARKET,QUEEN MART LLC,OFF-SALE BEER,1040 MURFREESBORO PIKE SUITE 210A,NASHVILLE,TN,37217,36.1286447254,-86.7130676327,"1040 MURFREESBORO PIKE SUITE 210A
NASHVILLE, TN 37217
(36.1286447254, -86.7130676327)"
SAKURA JAPANESE STEAK & SUSHI,CNS LLC,ON-SALE BEER,3451 LEBANON LEBANON,HERMITAGE,TN,37076,36.1904005802,-86.625060501,"3451 LEBANON LEBANON
HERMITAGE, TN 37076
(36.1904005802, -86.625060501)"
MARTINS BAR-B-QUE JOINT,MARTINS BBQ JOINT MT JULIET LLC,ON-SALE BEER,410 4TH AVENUE SOUTH,NASHVILLE,TN,37201,36.1567640802,-86.7741090614,"410 4TH AVENUE SOUTH
NASHVILLE, TN 37201
(36.1567640802, -86.7741090614)"
CARRABBA'S ITALIAN GRILL,"CARRABBA'S ITALIAN GRILL, LLC",ON-SALE BEER,2110 GREEN HILLS VILLAGE DRIVE,NASHVILLE,TN,37215,36.1085702715,-86.812968332,"2110 GREEN HILLS VILLAGE DRIVE
NASHVILLE, TN 37215
(36.1085702715, -86.812968332)"
LIL CHOO CHOO BBQ,LIL' CHOO CHOO BBQ LLC,ON-SALE BEER,1609 F MURFREESBORO ROAD,NASHVILLE,TN,37217,36.1048627377,-86.6710145067,"1609 F MURFREESBORO ROAD
NASHVILLE, TN 37217
(36.1048627377, -86.6710145067)"
LOVE MARKET,"R&N1, LLC",OFF-SALE BEER,1309 BELL ROAD SUITE 207,ANTIOCH,TN,37013,36.0474300881,-86.6758650638,"1309 BELL ROAD SUITE 207
ANTIOCH, TN 37013
(36.0474300881, -86.6758650638)"
BURGER UP,BURGER UP EAST NASHVILLE LLC,ON-SALE BEER,970 WOODLAND STREET,NASHVILLE,TN,37206,36.176372896,-86.7518769567,"970 WOODLAND STREET
NASHVILLE, TN 37206
(36.176372896, -86.7518769567)"
PRINCES HOT CHICKEN SHACK SOUT,JEFFRIES HOSPITALITY SOUTH LLC,ON-SALE BEER,5814 NOLENSVILLE NOLENSVILLE SUITE 110,NASHVILLE,TN,37211,36.0435805164,-86.7124835342,"5814 NOLENSVILLE NOLENSVILLE SUITE 110
NASHVILLE, TN 37211
(36.0435805164, -86.7124835342)"
THE NASHVILLE PALACE,NASHVILLE PALACE PARTNERS LLC,ON-SALE BEER,2611 MCGAVOCK PIKE,NASHVILLE,TN,37214,36.2177153668,-86.6983765019,"2611 MCGAVOCK PIKE
NASHVILLE, TN 37214
(36.2177153668, -86.6983765019)"
SUSHI TRAIN,DONG XUN,ON-SALE BEER,94 WHITE BRIDGE WHITE BRIDGE,NASHVILLE,TN,37205,36.1301792987,-86.8532492087,"94 WHITE BRIDGE WHITE BRIDGE
NASHVILLE, TN 37205
(36.1301792987, -86.8532492087)"
ALDI,ALDI INC (TENNESSEE),OFF-SALE BEER,3758 NOLENSVILLE NOLENSVILLE,NASHVILLE,TN,37211,36.0902567459,-86.7323719638,"3758 NOLENSVILLE NOLENSVILLE
NASHVILLE, TN 37211
(36.0902567459, -86.7323719638)"
ALDI,ALDI (INDIANA) LP,OFF-SALE BEER,1911 RANSOM PLACE,NASHVILLE,TN,37217,36.0880774403,-86.6509781488,"1911 RANSOM PLACE
NASHVILLE, TN 37217
(36.0880774403, -86.6509781488)"
EXPRESS MARKET,"KM #1, LLC",OFF-SALE BEER,99 WEBSTER WEBSTER EAST,MADISON,TN,37115,36.2518468608,-86.7169171705,"99 WEBSTER WEBSTER EAST
MADISON, TN 37115
(36.2518468608, -86.7169171705)"
STARWOOD PIZZA,STARWOOD PIZZA LLC,ON-SALE BEER,12637 OLD HICKORY BOULEVARD,ANTIOCH,TN,37013,36.0351867004,-86.6102242624,"12637 OLD HICKORY BOULEVARD
ANTIOCH, TN 37013
(36.0351867004, -86.6102242624)"
"BLACKSTONE BREWING COMPANY, LL","BLACKSTONE BREWING COMPANY, LLC",ON/OFF-SALE BEER,2312 CLIFTON CLIFTON,NASHVILLE,TN,37209,36.1584274346,-86.8101802611,"2312 CLIFTON CLIFTON
NASHVILLE, TN 37209
(36.1584274346, -86.8101802611)"
ALDI,ALDI (INDIANA) LP,OFF-SALE BEER,4751 LEBANON PIKE,HERMITAGE,TN,37076,36.214267431,-86.5918304756,"4751 LEBANON PIKE
HERMITAGE, TN 37076
(36.214267431, -86.5918304756)"
BAR Y BILLAR LOS PAISANOS,RAMIREZ BLANCA,ON-SALE BEER,2045 ANTIOCH PIKE,NASHVILLE,TN,37013,36.0685560036,-86.683823976,"2045 ANTIOCH PIKE
NASHVILLE, TN 37013
(36.0685560036, -86.683823976)"
HOLLYWOOD STADIUM 27 & RPX,R.C. COBB INC,ON-SALE BEER,719 THOMPSON LANE,NASHVILLE,TN,37204,36.1092507741,-86.7644653821,"719 THOMPSON LANE
NASHVILLE, TN 37204
(36.1092507741, -86.7644653821)"
CHOPPER'S GRILL,CHOPPER'S GRILL LLC,ON-SALE BEER,1200 DONELSON AVENUE,OLD HICKORY,TN,37138,36.2643123775,-86.651178183,"1200 DONELSON AVENUE
OLD HICKORY, TN 37138
(36.2643123775, -86.651178183)"
DA ZONE BAR AND LOUNGE,DA ZONE BAR AND LOUNGE LLC,ON-SALE BEER,103 WEBSTER STREET WEST,MADISON,TN,37115,36.2516694651,-86.7165663812,"103 WEBSTER STREET WEST
MADISON, TN 37115
(36.2516694651, -86.7165663812)"
SRIRACHA JAPANESE & VIETNAMESE,NGUYEN VINCENT,ON-SALE BEER,5743 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0475093447,-86.7151343562,"5743 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0475093447, -86.7151343562)"
"DELIRIUM WINE & SPIRITS, INC.",DELIRIUM WINE & SPIRITS INC.,WHOLESALE BEER,7131 CENTENNIAL CENTENNIAL,NASHVILLE,TN,37209,36.1805281257,-86.8778205691,"7131 CENTENNIAL CENTENNIAL
NASHVILLE, TN 37209
(36.1805281257, -86.8778205691)"
DOUBLETREE BY HILTON HOTEL,SSH NASHVILLE LLC,ON-SALE BEER,315 4TH 4TH NORTH,NASHVILLE,TN,37219,36.1653016621,-86.7805747522,"315 4TH 4TH NORTH
NASHVILLE, TN 37219
(36.1653016621, -86.7805747522)"
THE EASTERN PEAK,JASMINE NASHVILLE LLC,ON-SALE BEER,536 THOMPSON THOMPSON SUITE 1,NASHVILLE,TN,37211,36.1115328061,-86.7503098204,"536 THOMPSON THOMPSON SUITE 1
NASHVILLE, TN 37211
(36.1115328061, -86.7503098204)"
BRIA BISTRO,BRIA BISTRO INC,ON-SALE BEER,8128 HIGHWAY 100 SOUTH,NASHVILLE,TN,37221,36.0443816147,-86.9580285219,"8128 HIGHWAY 100 SOUTH
NASHVILLE, TN 37221
(36.0443816147, -86.9580285219)"
ANTIOCH MARKET INC,ANTIOCH MARKET INC,OFF-SALE BEER,929 RICHARDS RICHARDS,ANTIOCH,TN,37013,36.0694075468,-86.6815429398,"929 RICHARDS RICHARDS
ANTIOCH, TN 37013
(36.0694075468, -86.6815429398)"
"SMOKERS ABBEY, LLC","SMOKERS ABBEY, LLC",ON-SALE BEER,604 GALLATIN GALLATIN #102,NASHVILLE,TN,37206,36.1828700848,-86.7494002704,"604 GALLATIN GALLATIN #102
NASHVILLE, TN 37206
(36.1828700848, -86.7494002704)"
MAS TACOS POR FAVOR,MAS TACOS POR FAVOR LLC,ON-SALE BEER,732 MCFERRIN MCFERRIN,NASHVILLE,TN,37206,36.1847906201,-86.7547812522,"732 MCFERRIN MCFERRIN
NASHVILLE, TN 37206
(36.1847906201, -86.7547812522)"
DISCOUNT TOBACCO,FRIENDS 1 LLC,OFF-SALE BEER,2618 LEBANON LEBANON,NASHVILLE,TN,37214,36.1701426947,-86.673440284,"2618 LEBANON LEBANON
NASHVILLE, TN 37214
(36.1701426947, -86.673440284)"
ETC RESTAURANT,ECHO ENCORE LLC,ON-SALE BEER,3790 BEDFORD BEDFORD,NASHVILLE,TN,37215,36.1097397065,-86.8193480192,"3790 BEDFORD BEDFORD
NASHVILLE, TN 37215
(36.1097397065, -86.8193480192)"
KROGER,KROGER LIMITED PARTNERSHIP I,ON/OFF-SALE BEER,2131 ABBOTT MARTIN ROAD,NASHVILLE,TN,37215,36.1060369439,-86.8187923833,"2131 ABBOTT MARTIN ROAD
NASHVILLE, TN 37215
(36.1060369439, -86.8187923833)"
STIRRUP NASHVILLE,"MBVENTURES, LLC",ON-SALE BEER,1529 4TH AVENUE SOUTH,NASHVILLE,TN,37210,36.1371172405,-86.7616266896,"1529 4TH AVENUE SOUTH
NASHVILLE, TN 37210
(36.1371172405, -86.7616266896)"
GORDON'S,A&M PARTNERS LLC,ON-SALE BEER,810 GALE LANE SUITE 104,NASHVILLE,TN,37204,36.119897539,-86.7756029172,"810 GALE LANE SUITE 104
NASHVILLE, TN 37204
(36.119897539, -86.7756029172)"
STAR MARKET,"BOKTOR, BOLIS",OFF-SALE BEER,1613 BUCHANAN STREET A,NASHVILLE,TN,37208,36.1798969806,-86.8105788953,"1613 BUCHANAN STREET A
NASHVILLE, TN 37208
(36.1798969806, -86.8105788953)"
THE CRANKY CHEF,SUITE 175 LLC,ON-SALE BEER,175 LAFAYETTE STREET,NASHVILLE,TN,37210,36.1467781109,-86.7573044301,"175 LAFAYETTE STREET
NASHVILLE, TN 37210
(36.1467781109, -86.7573044301)"
RAINS MARKET INC.,RAINS MARKET INC.,OFF-SALE BEER,106 RAINS AVENUE,NASHVILLE,TN,37203,36.1395617145,-86.7637080054,"106 RAINS AVENUE
NASHVILLE, TN 37203
(36.1395617145, -86.7637080054)"
